assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,standard_value_nM,pIC50,smiles_clean
B,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2nnc3ccc(-c4ncccc4F)nn23)C1,,CHEMBL4113226,7.97,IC50,nM,10.6,IC50,nM,10.6,10.6,7.97469413473523,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2nnc3ccc(-c4ncccc4F)nn23)C1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CN,,CHEMBL3969013,7.97,IC50,nM,10.7,IC50,nM,10.7,10.7,7.97061622231479,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)CN
B,CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)C[C@@H]1C,,CHEMBL3687480,7.97,IC50,nM,10.7,IC50,nM,10.7,10.7,7.97061622231479,CO[C@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)C[C@@H]1C
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(-c5cccc(F)c5)n4)c3c2)o1,,CHEMBL3981344,7.97,IC50,nM,10.73,IC50,nM,10.731,10.73,7.969400278034048,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(-c5cccc(F)c5)n4)c3c2)o1
B,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N1CC(O)C1,,CHEMBL3966109,7.97,IC50,nM,10.8,IC50,nM,10.8,10.8,7.966576244513051,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1N1CC(O)C1
B,C[C@@H]1[C@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,,CHEMBL4115547,7.96,IC50,nM,10.9,IC50,nM,10.9,10.9,7.962573502059376,C[C@@H]1[C@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCCCC5)n4)c3c2)s1,,CHEMBL3967959,7.96,IC50,nM,10.9,IC50,nM,10.897,10.9,7.962573502059376,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCCCC5)n4)c3c2)s1
B,N[C@H]1C[C@@H](F)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,,CHEMBL4111268,7.96,IC50,nM,10.9,IC50,nM,10.9,10.9,7.962573502059376,N[C@H]1C[C@@H](F)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1
B,CN1CCN(c2cccc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)CC1,,CHEMBL3962808,7.96,IC50,nM,10.9,IC50,nM,10.897,10.9,7.962573502059376,CN1CCN(c2cccc(-c3c[nH]c4ccc(-c5nnc(N)s5)cc34)n2)CC1
B,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1O,,CHEMBL3676259,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1O
B,N[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC[C@@H]1O,,CHEMBL3651984,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,N[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC[C@@H]1O
B,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(Cl)cc4Cl)nn23)C1,,CHEMBL3970651,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(Cl)cc4Cl)nn23)C1
B,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3CCC[C@H](N)C3)n2)c1F,,CHEMBL3651924,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3CCC[C@H](N)C3)n2)c1F
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c([C@H]3CC[C@H](O)CC3)n2)C1,,CHEMBL3651951,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c([C@H]3CC[C@H](O)CC3)n2)C1
B,NC(=O)c1cc(Cl)c2c(Cl)c(C#CCO)n([C@H]3CCCNC3)c2n1,,CHEMBL4466080,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,NC(=O)c1cc(Cl)c2c(Cl)c(C#CCO)n([C@H]3CCCNC3)c2n1
B,O=c1[nH]ccc2[nH]c(-c3cccc4ccc(Nc5c(F)cccc5Cl)nc34)cc12,,CHEMBL3892866,7.96,IC50,nM,11.0,IC50,nM,11.0,11.0,7.958607314841775,O=c1[nH]ccc2[nH]c(-c3cccc4ccc(Nc5c(F)cccc5Cl)nc34)cc12
B,CC(C)Nc1nccc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1,,CHEMBL3950988,7.96,IC50,nM,11.1,IC50,nM,11.1,11.1,7.954677021213342,CC(C)Nc1nccc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1
B,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@@H](C#N)[C@@H](C)C3)ccc2F)c(F)c1,,CHEMBL3687465,7.95,IC50,nM,11.18,IC50,nM,11.18,11.18,7.951558196449596,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3N3C[C@@H](N)[C@@H](C#N)[C@@H](C)C3)ccc2F)c(F)c1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1COC1,,CHEMBL3969001,7.94,IC50,nM,11.4,IC50,nM,11.4,11.4,7.943095148663527,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1COC1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Sc5ccccc5)nc34)cc21,,CHEMBL3976993,7.94,IC50,nM,11.5,IC50,nM,11.5,11.5,7.939302159646388,O=C1NCCc2[nH]c(-c3cccc4ccc(Sc5ccccc5)nc34)cc21
B,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C=O,,CHEMBL3891942,7.93,IC50,nM,11.8,IC50,nM,11.8,11.8,7.928117992693875,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1C=O
B,CSc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2c(=O)n1C,,CHEMBL3983220,7.92,IC50,nM,11.9,IC50,nM,11.9,11.9,7.924453038607469,CSc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2c(=O)n1C
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1C#N,,CHEMBL3687478,7.92,IC50,nM,11.96,IC50,nM,11.96,11.96,7.922268820347607,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1C#N
B,Cc1cccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCNC(=N)N)CNC3=O)c1,,CHEMBL3941232,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,Cc1cccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCNC(=N)N)CNC3=O)c1
B,NC(=O)c1cccc2c1nc(Nc1ccccc1Cl)c1ccsc12,,CHEMBL2017359,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,NC(=O)c1cccc2c1nc(Nc1ccccc1Cl)c1ccsc12
B,CN1CCN(c2ccc(Nc3nc4c(-c5nnc[nH]5)cccc4c4cnccc34)c(Cl)c2)CC1,,CHEMBL1915449,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,CN1CCN(c2ccc(Nc3nc4c(-c5nnc[nH]5)cccc4c4cnccc34)c(Cl)c2)CC1
B,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1Cl,,CHEMBL3979444,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1Cl
B,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(F)c3)n21,,CHEMBL3974585,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,NCC[C@H]1CNC(=O)c2cc(-c3cccc(OC(F)(F)F)c3)c(-c3cccc(F)c3)n21
B,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,,CHEMBL494354,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1
B,N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2cccc(-c3ccc(O)cc3F)n2)C1,,CHEMBL3651902,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2cccc(-c3ccc(O)cc3F)n2)C1
B,CC1(C)C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1,,CHEMBL3651906,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,CC1(C)C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(N[C@H]5CCCNC5)nc34)cc21,,CHEMBL3920246,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,O=C1NCCc2[nH]c(-c3cccc4ccc(N[C@H]5CCCNC5)nc34)cc21
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](N(CCF)CCF)C1,,CHEMBL3891675,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1N[C@H]1C[C@@H](N(CCF)CCF)C1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCN/C4=N/O)c2nc1NC(C)(C)C,,CHEMBL3934276,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,Cc1nc2cccc(-c3cc4c([nH]3)CCN/C4=N/O)c2nc1NC(C)(C)C
B,CN1CCN(c2ccc(-c3cnc4ccc(/C=C5\SC(=O)NC5=O)nn34)cc2)CC1,,CHEMBL5565534,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,CN1CCN(c2ccc(-c3cnc4ccc(/C=C5\SC(=O)NC5=O)nn34)cc2)CC1
B,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@H](O)[C@@H](C)C3)n2)c1F,,CHEMBL3651926,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@H](O)[C@@H](C)C3)n2)c1F
B,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1-c1ccccc1,,CHEMBL3980680,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1-c1ccccc1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)ccc(Cl)c3F)n2)C1,,CHEMBL3676309,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2csc(-c3c(F)ccc(Cl)c3F)n2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)C1,,CHEMBL3651986,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)C1
B,Fc1cc(OCCN2CCCC2)ccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,,CHEMBL1915641,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,Fc1cc(OCCN2CCCC2)ccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12
B,COc1cccc(F)c1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,,CHEMBL1915637,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,COc1cccc(F)c1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)s1,,CHEMBL3394073,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)s1
B,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cccnc4F)nn23)C1,,CHEMBL3905239,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cccnc4F)nn23)C1
B,N#Cc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)c1,,CHEMBL2017355,7.92,IC50,nM,12.0,IC50,uM,0.012,12.0,7.920818753952375,N#Cc1cccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3sccc23)c1
B,CSc1ncc2ccc3c(C(N)=O)c(C)n(C(C)C)c3c2n1,,CHEMBL3703181,7.92,IC50,nM,12.0,IC50,nM,12.0,12.0,7.920818753952375,CSc1ncc2ccc3c(C(N)=O)c(C)n(C(C)C)c3c2n1
B,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N[C@@H]5CCCNC5)s4)cc23)n1,,CHEMBL3985841,7.92,IC50,nM,12.14,IC50,nM,12.136,12.14,7.915781313260761,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N[C@@H]5CCCNC5)s4)cc23)n1
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1OC1CCC1,,CHEMBL3905644,7.91,IC50,nM,12.3,IC50,nM,12.3,12.3,7.910094888560602,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1OC1CCC1
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1OS(C)(=O)=O,,CHEMBL3687450,7.91,IC50,nM,12.41,IC50,nM,12.41,12.41,7.90622821850127,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1OS(C)(=O)=O
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCOCC1,,CHEMBL3898719,7.9,IC50,nM,12.6,IC50,nM,12.6,12.6,7.899629454882437,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCOCC1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5ccc(F)cc5F)nc34)cc21,,CHEMBL3977073,7.9,IC50,nM,12.7,IC50,nM,12.7,12.7,7.896196279044043,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5ccc(F)cc5F)nc34)cc21
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(O[C@@H]5CCCNC5)n4)c3c2)o1,,CHEMBL4108940,7.89,IC50,nM,12.91,IC50,nM,12.915,12.91,7.88907375773358,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(O[C@@H]5CCCNC5)n4)c3c2)o1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(F)cc3F)n2)C1,,CHEMBL3651973,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(F)cc3F)n2)C1
B,NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n(C3CCCNC3)c2n1,,CHEMBL4082422,7.89,IC50,nM,13.0,IC50,uM,0.013,13.0,7.886056647693163,NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n(C3CCCNC3)c2n1
B,COc1ccc(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC(N)CC3)n2)cc1,,CHEMBL3942619,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,COc1ccc(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC(N)CC3)n2)cc1
B,Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@@H]1CC[C@H](O)[C@@H](N)C1,,CHEMBL3651998,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1[C@@H]1CC[C@H](O)[C@@H](N)C1
B,CN1CCN(Cc2ccc(-c3c(-c4cccc(OC(F)(F)F)c4)cc4n3[C@@H](CCCN)CNC4=O)cc2)CC1,,CHEMBL3967392,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,CN1CCN(Cc2ccc(-c3c(-c4cccc(OC(F)(F)F)c4)cc4n3[C@@H](CCCN)CNC4=O)cc2)CC1
B,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)n2)c1F,,CHEMBL3651917,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)n2)c1F
B,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)n2)c1F,,CHEMBL3651913,7.89,IC50,nM,13.0,IC50,nM,13.0,13.0,7.886056647693163,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)n2)c1F
B,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13,,CHEMBL4860369,7.88,IC50,nM,13.3,IC50,nM,13.3,13.3,7.876148359032914,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1n1cc(C#N)nn1,,CHEMBL3691969,7.88,IC50,nM,13.33,IC50,nM,13.33,13.33,7.875169850586141,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1n1cc(C#N)nn1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5ccccc5Cl)nc34)cc21,,CHEMBL3981805,7.87,IC50,nM,13.4,IC50,nM,13.4,13.4,7.872895201635193,O=C1NCCc2[nH]c(-c3cccc4ccc(Nc5ccccc5Cl)nc34)cc21
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)o1,,CHEMBL3964669,7.87,IC50,nM,13.45,IC50,nM,13.445,13.45,7.871277715661574,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(N5CCOCC5)n4)c3c2)o1
B,CC(C)Nc1nnc(-c2ccc3[nH]cc(-c4nccc(OC(C)C)n4)c3c2)o1,,CHEMBL3937933,7.87,IC50,nM,13.46,IC50,nM,13.459,13.46,7.870954940112042,CC(C)Nc1nnc(-c2ccc3[nH]cc(-c4nccc(OC(C)C)n4)c3c2)o1
B,O=C1NCCc2[nH]c(-c3cccc4cnc(Nc5ccccc5)nc34)cc21,,CHEMBL3936246,7.87,IC50,nM,13.5,IC50,nM,13.5,13.5,7.8696662315049934,O=C1NCCc2[nH]c(-c3cccc4cnc(Nc5ccccc5)nc34)cc21
B,O=c1[nH]cnc2[nH]c(-c3cccc4ccc(Nc5ccccc5)nc34)cc12,,CHEMBL3934975,7.87,IC50,nM,13.5,IC50,nM,13.5,13.5,7.8696662315049934,O=c1[nH]cnc2[nH]c(-c3cccc4ccc(Nc5ccccc5)nc34)cc12
B,COC(=O)N(C)[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,,CHEMBL3687470,7.87,IC50,nM,13.56,IC50,nM,13.56,13.56,7.867740310468955,COC(=O)N(C)[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C
B,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1n1ccnn1,,CHEMBL3691979,7.86,IC50,nM,13.74,IC50,nM,13.74,13.74,7.862013267276469,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1n1ccnn1
B,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(-n5cccn5)n4)c3c2)o1,,CHEMBL3981772,7.86,IC50,nM,13.74,IC50,nM,13.744,13.74,7.862013267276469,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(-n5cccn5)n4)c3c2)o1
B,COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC4CCOCC4)cc3F)n2)C[C@@H]1C,,CHEMBL3691954,7.86,IC50,nM,13.84,IC50,nM,13.84,13.84,7.858863909879261,COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC4CCOCC4)cc3F)n2)C[C@@H]1C
B,COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,,CHEMBL3687423,7.86,IC50,nM,13.88,IC50,nM,13.88,13.88,7.8576105338811635,COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C
B,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCCCCC1,,CHEMBL3981339,7.86,IC50,nM,13.9,IC50,nM,13.9,13.9,7.856985199745905,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC1CCCCCC1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5ccccc5)nc34)cc21,,CHEMBL3966805,7.86,IC50,nM,13.9,IC50,nM,13.9,13.9,7.856985199745905,O=C1NCCc2[nH]c(-c3cccc4ccc(Oc5ccccc5)nc34)cc21
B,O=C(Nc1cnccc1O[C@H]1CCNC1)c1csc(-c2c(F)cccc2F)n1,,CHEMBL3354511,7.85,IC50,nM,14.0,IC50,nM,14.0,14.0,7.853871964321762,O=C(Nc1cnccc1O[C@H]1CCNC1)c1csc(-c2c(F)cccc2F)n1
B,N[C@@H]1CCCN(c2ccccc2/C=C2\SC(=O)NC2=O)C1,,CHEMBL2048865,7.85,IC50,nM,14.0,IC50,uM,0.014,14.0,7.853871964321762,N[C@@H]1CCCN(c2ccccc2/C=C2\SC(=O)NC2=O)C1
B,c1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3ccsc23)cc1,,CHEMBL2017327,7.85,IC50,nM,14.0,IC50,uM,0.014,14.0,7.853871964321762,c1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3c3ccsc23)cc1
B,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(-c5ccccc5)n4)c3c2)o1,,CHEMBL3967996,7.85,IC50,nM,14.02,IC50,nM,14.024,14.02,7.85325198636936,Nc1nnc(-c2ccc3[nH]cc(-c4cncc(-c5ccccc5)n4)c3c2)o1
