assay_type,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,standard_value_nM,pIC50,smiles_clean
B,COCc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1,,CHEMBL5772211,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,COCc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCS4(=O)=O)cnc23)C1,,CHEMBL5827902,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCS4(=O)=O)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)C(=O)C4)cnc23)C1,,CHEMBL5783174,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCN(C)C(=O)C4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCn5cnnc5C4)cnc23)C1,,CHEMBL5993849,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCn5cnnc5C4)cnc23)C1
B,COCCN1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O,,CHEMBL5830406,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,COCCN1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1=O
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC(CO)C4)cnc23)C1,,CHEMBL5759346,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCOC(CO)C4)cnc23)C1
B,COC1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1,,CHEMBL5980598,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,COC1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCc5ccccc54)cnc23)C1,,CHEMBL5828835,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCc5ccccc54)cnc23)C1
B,CCOC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1,,CHEMBL5946308,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CCOC(=O)N1CCN(c2cnc3c(C(=O)Nc4cnccc4[C@@H]4C[C@H](C)C[C@H](N)C4)ccc(F)c3c2)CC1
B,CN1CCC(CNc2nn3c(-c4cccc(C(F)(F)F)c4)nnc3c3c2N(C)CCO3)CC1,,CHEMBL5945161,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CN1CCC(CNc2nn3c(-c4cccc(C(F)(F)F)c4)nnc3c3c2N(C)CCO3)CC1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC[C@@H]4C)cnc23)C1,,CHEMBL5900640,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCCC[C@@H]4C)cnc23)C1
B,Nc1oc2cc(F)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,,CHEMBL5887197,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,Nc1oc2cc(F)cnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C(=O)N(C)C)CC4)cnc23)C1,,CHEMBL5958992,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(C(=O)N(C)C)CC4)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5ccccc54)cnc23)C1,,CHEMBL5903019,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCc5ccccc54)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C[C@H]5C[C@@H]4CN5S(C)(=O)=O)cnc23)C1,,CHEMBL6011925,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4C[C@H]5C[C@@H]4CN5S(C)(=O)=O)cnc23)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(S(C)(=O)=O)C[C@@H]4C)cnc23)C1,,CHEMBL5776131,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(N4CCN(S(C)(=O)=O)C[C@@H]4C)cnc23)C1
B,CN1CCOc2c1c(NCCCO)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21,,CHEMBL6009114,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CN1CCOc2c1c(NCCCO)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21
B,CN1CCC(CNc2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2OCCO3)CC1,,CHEMBL5775540,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CN1CCC(CNc2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2OCCO3)CC1
B,CC1CN(C)c2c(NCC3CCN(C)CC3)nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c2O1,,CHEMBL5921283,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CC1CN(C)c2c(NCC3CCN(C)CC3)nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c2O1
B,CC(C)NCC1CCN(c2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2N(C)CCO3)CC1,,CHEMBL5925954,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CC(C)NCC1CCN(c2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2N(C)CCO3)CC1
B,CN1CCC(CNc2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2N(C)C(C)(C)CO3)CC1,,CHEMBL5742316,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CN1CCC(CNc2nn3c(-c4cccc(OC(F)(F)F)c4)nnc3c3c2N(C)C(C)(C)CO3)CC1
B,CN1CCOc2c1c(N1CC3(CCCNC3)C1)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21,,CHEMBL5910862,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CN1CCOc2c1c(N1CC3(CCCNC3)C1)nn1c(-c3cccc(OC(F)(F)F)c3)nnc21
B,CC1COc2c(c(NCC3CCN(C)CC3)nn3c(-c4cccc(OC(F)(F)F)c4)nnc23)N1C,,CHEMBL5966781,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,CC1COc2c(c(NCC3CCN(C)CC3)nn3c(-c4cccc(OC(F)(F)F)c4)nnc23)N1C
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(Nc4ccccc4C#N)cnc23)C1,,CHEMBL5880253,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c3cc(Nc4ccccc4C#N)cnc23)C1
B,C[C@H]1CN(c2ccncc2NCc2ccc(F)c(C3=CCCCC3)n2)C[C@@H](N)[C@@H]1O,,CHEMBL5820019,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@H]1CN(c2ccncc2NCc2ccc(F)c(C3=CCCCC3)n2)C[C@@H](N)[C@@H]1O
B,COc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1,,CHEMBL5915218,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,COc1cnc2c(C(=O)Nc3cnccc3N3CCC[C@H](N)C3)c(N)sc2c1
B,Nc1sc2cccnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,,CHEMBL5801840,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,Nc1sc2cccnc2c1C(=O)Nc1cnccc1N1CCC[C@H](N)C1
B,Cn1ncc(NC(=O)c2c(N)sc3cccnc23)c1N1CCC[C@H](N)C1,,CHEMBL5991137,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,Cn1ncc(NC(=O)c2c(N)sc3cccnc23)c1N1CCC[C@H](N)C1
B,Cn1ncc(NC(=O)c2c(N)sc3cccnc23)c1N1CCCC(N)CC1,,CHEMBL5824049,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,Cn1ncc(NC(=O)c2c(N)sc3cccnc23)c1N1CCCC(N)CC1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cc(N4CC[C@@H](F)C4)cc3F)n2)C1,,CHEMBL5793987,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cc(N4CC[C@@H](F)C4)cc3F)n2)C1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cccc3F)c2)C1,,CHEMBL5938195,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(-c3c(F)cccc3F)c2)C1
B,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NCc2ccc(F)c(-c3c(F)cc(N4CCOCC4)cc3F)n2)C1,,CHEMBL6009043,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NCc2ccc(F)c(-c3c(F)cc(N4CCOCC4)cc3F)n2)C1
B,C[C@H]1CN(c2ccncc2NCc2ccc3occ(-c4ccc(CO)cc4F)c3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5778181,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@H]1CN(c2ccncc2NCc2ccc3occ(-c4ccc(CO)cc4F)c3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NCc2ccc3occ(-c4c(F)cc(CO)cc4F)c3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5957474,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@H]1CN(c2ccncc2NCc2ccc3occ(-c4c(F)cc(CO)cc4F)c3n2)C[C@@H](N)[C@@H]1O
B,C[C@H]1CN(c2ccncc2NCc2ccc3ccc(-c4ccn5ccnc5c4)cc3n2)C[C@@H](N)[C@@H]1O,,CHEMBL5991516,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@H]1CN(c2ccncc2NCc2ccc3ccc(-c4ccn5ccnc5c4)cc3n2)C[C@@H](N)[C@@H]1O
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc3ccc(-c4ccn5ccnc5c4)cc3n2)C1,,CHEMBL5868456,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc3ccc(-c4ccn5ccnc5c4)cc3n2)C1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc3ccc(-c4ccc5c(c4)OCC5)cc3n2)C1,,CHEMBL5774174,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc3ccc(-c4ccc5c(c4)OCC5)cc3n2)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NCc3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3)C1,,CHEMBL6013285,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2c(NCc3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CCC3)C1
B,C[C@@H]1C[C@H](N)CN(c2c(NCc3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C1,,CHEMBL6028829,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2c(NCc3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C1
B,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(C3CCCCC3)n2)C1,,CHEMBL5872501,6.26,IC50,nM,550.0,IC50,nM,550.0,550.0,6.259637310505756,C[C@@H]1C[C@H](N)CN(c2ccncc2NCc2ccc(F)c(C3CCCCC3)n2)C1
B,CS(=O)(=O)c1ccc(-c2c[nH]c3ccc(-c4nnc(N)o4)cc23)nc1,,CHEMBL3951600,6.26,IC50,nM,555.0,IC50,nM,555.0,555.0,6.255707016877324,CS(=O)(=O)c1ccc(-c2c[nH]c3ccc(-c4nnc(N)o4)cc23)nc1
B,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(F)n4)c3c2)s1,,CHEMBL3950062,6.25,IC50,nM,557.99,IC50,nM,557.988,557.99,6.253373584187394,Nc1nnc(-c2ccc3[nH]cc(-c4cccc(F)n4)c3c2)s1
B,CC(Nc1nnc(-c2ccc3[nH]cc(-c4cnccn4)c3c2)o1)c1ccccc1,,CHEMBL3951087,6.25,IC50,nM,559.3,IC50,nM,559.298,559.3,6.252355180671752,CC(Nc1nnc(-c2ccc3[nH]cc(-c4cnccn4)c3c2)o1)c1ccccc1
B,COc1cccc(-c2c[nH]c3ccc(-c4cncc(NCCN(C)C)n4)cc23)c1,,CHEMBL4128290,6.25,IC50,nM,560.0,IC50,uM,0.56,560.0,6.251811972993799,COc1cccc(-c2c[nH]c3ccc(-c4cncc(NCCN(C)C)n4)cc23)c1
B,c1cc(OCC2CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,,CHEMBL3660019,6.25,IC50,nM,562.0,IC50,nM,562.0,562.0,6.250263684430939,c1cc(OCC2CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1
B,O=C1CCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,,CHEMBL3355991,6.25,IC50,nM,564.0,IC50,nM,564.0,564.0,6.248720896016658,O=C1CCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1
B,COc1cncc(-c2c[nH]c3ccc(-c4nnc(N)o4)nc23)c1,,CHEMBL3922191,6.24,IC50,nM,569.6,IC50,nM,569.603,569.6,6.2444300193712,COc1cncc(-c2c[nH]c3ccc(-c4nnc(N)o4)nc23)c1
B,c1cc(OC2CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1,,CHEMBL3660014,6.24,IC50,nM,570.0,IC50,nM,570.0,570.0,6.2441251443275085,c1cc(OC2CCNCC2)c2nc(-c3nnc4ccccn34)ccc2c1
B,O=C(O)c1nc2ccc(Br)cc2nc1Nc1cccc(O)c1,,CHEMBL5569753,6.24,IC50,nM,580.0,IC50,uM,0.58,580.0,6.236572006437063,O=C(O)c1nc2ccc(Br)cc2nc1Nc1cccc(O)c1
B,c1cc(OC2CC3CCC(C2)N3)c2nc(-c3nnc4ccccn34)ccc2c1,,CHEMBL3660034,6.23,IC50,nM,585.0,IC50,nM,585.0,585.0,6.232844133917819,c1cc(OC2CC3CCC(C2)N3)c2nc(-c3nnc4ccccn34)ccc2c1
B,OC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1,,CHEMBL3660068,6.23,IC50,nM,588.0,IC50,nM,588.0,588.0,6.230622673923862,OC1(COc2cccc3ccc(-c4nnc5ccccn45)nc23)CCNCC1
B,c1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3[nH]ncc3c21,,CHEMBL3814423,6.23,IC50,nM,590.0,IC50,uM,0.59,590.0,6.229147988357855,c1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3[nH]ncc3c21
B,CCN(CC)CCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1,,CHEMBL3264254,6.23,IC50,nM,590.0,IC50,nM,590.0,590.0,6.229147988357855,CCN(CC)CCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1
B,NCCCCNc1nccc(-c2ccc3oc(C(=O)O)cc3c2)n1,,CHEMBL1782512,6.23,IC50,nM,590.0,IC50,uM,0.59,590.0,6.229147988357855,NCCCCNc1nccc(-c2ccc3oc(C(=O)O)cc3c2)n1
B,Cc1nc2cccc(-c3cc4n(n3)CCNC4=O)c2nc1NC(C)(C)C,,CHEMBL3941161,6.23,IC50,nM,593.0,IC50,nM,593.0,593.0,6.226945306635737,Cc1nc2cccc(-c3cc4n(n3)CCNC4=O)c2nc1NC(C)(C)C
B,O=c1[nH]c(-c2cccc(Cl)c2Cl)nc2c1oc1ccc(Br)cc12,,CHEMBL2035623,6.22,IC50,nM,598.0,IC50,nM,598.0,598.0,6.223298816011589,O=c1[nH]c(-c2cccc(Cl)c2Cl)nc2c1oc1ccc(Br)cc12
B,C[C@H]1CCCCN1c1nc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)cs1,,CHEMBL3910525,6.22,IC50,nM,601.87,IC50,nM,601.866,601.87,6.22049730339254,C[C@H]1CCCCN1c1nc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)cs1
B,COc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)c1,,CHEMBL3941886,6.21,IC50,nM,618.48,IC50,nM,618.48,618.48,6.208674339737489,COc1cncc(-c2c[nH]c3ccc(-c4nnc(N)s4)cc23)c1
B,CC(=O)c1ccc2oc3c(=O)[nH]c(CN4CCN(C)CC4)nc3c2c1,,CHEMBL2035642,6.21,IC50,nM,620.0,IC50,nM,620.0,620.0,6.2076083105017466,CC(=O)c1ccc2oc3c(=O)[nH]c(CN4CCN(C)CC4)nc3c2c1
B,CNc1nnc(-c2ccc3[nH]cc(-c4cn[nH]c4)c3c2)s1,,CHEMBL3906121,6.21,IC50,nM,622.52,IC50,nM,622.523,622.52,6.205846691220003,CNc1nnc(-c2ccc3[nH]cc(-c4cn[nH]c4)c3c2)s1
B,CN(C)CCCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1,,CHEMBL3264259,6.2,IC50,nM,630.0,IC50,nM,630.0,630.0,6.200659450546418,CN(C)CCCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1
B,O=C1NCCc2[nH]c(-c3cccc4ccc(Cl)nc34)cc21,,CHEMBL3938933,6.2,IC50,nM,636.0,IC50,nM,636.0,636.0,6.196542884351586,O=C1NCCc2[nH]c(-c3cccc4ccc(Cl)nc34)cc21
B,C[C@]1(O)CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,,CHEMBL3355551,6.19,IC50,nM,639.0,IC50,nM,639.0,639.0,6.1944991418416,C[C@]1(O)CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1
B,Cn1c(I)c(Cl)c2c(Cl)cc(C(N)=O)nc21,,CHEMBL4061455,6.19,IC50,nM,640.0,IC50,uM,0.64,640.0,6.1938200260161125,Cn1c(I)c(Cl)c2c(Cl)cc(C(N)=O)nc21
B,Clc1ccccc1-c1ccc2cnc(Nc3cnccc3N3CCNCC3)n2n1,,CHEMBL3952051,6.19,IC50,nM,640.0,IC50,nM,640.0,640.0,6.1938200260161125,Clc1ccccc1-c1ccc2cnc(Nc3cnccc3N3CCNCC3)n2n1
B,FC(F)(F)Oc1cccc(-n2nnc3ccc(NC4CCNCC4)nc32)c1,,CHEMBL1952121,6.19,IC50,nM,640.0,IC50,nM,640.0,640.0,6.1938200260161125,FC(F)(F)Oc1cccc(-n2nnc3ccc(NC4CCNCC4)nc32)c1
B,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(F)c4F)c3c2)n1,,CHEMBL4128205,6.19,IC50,nM,645.0,IC50,uM,0.645,645.0,6.1904402853647325,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(F)c4F)c3c2)n1
B,CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nsc(N)n4)cc23)n1,,CHEMBL3939130,6.19,IC50,nM,649.23,IC50,nM,649.232,649.23,6.187601420248408,CC(C)Nc1cncc(-c2c[nH]c3ccc(-c4nsc(N)n4)cc23)n1
B,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(F)c4)c3c2)n1,,CHEMBL4129023,6.19,IC50,nM,650.0,IC50,uM,0.65,650.0,6.187086643357144,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4cccc(F)c4)c3c2)n1
B,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)c2cc[nH]c2c1,,CHEMBL1910901,6.19,IC50,nM,650.0,IC50,uM,0.65,650.0,6.187086643357144,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)c2cc[nH]c2c1
B,CNC(=O)c1ccnc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1,,CHEMBL3889589,6.19,IC50,nM,652.0,IC50,nM,652.0,652.0,6.185752404268079,CNC(=O)c1ccnc(-c2c[nH]c3ccc(-c4nnc(NC(C)C)o4)cc23)n1
B,O=c1[nH]c(-c2cc(F)ccc2Cl)nc2c1oc1ccc(Br)cc12,,CHEMBL2035621,6.18,IC50,nM,653.0,IC50,nM,653.0,653.0,6.185086818724926,O=c1[nH]c(-c2cc(F)ccc2Cl)nc2c1oc1ccc(Br)cc12
B,CCN(CC)CCCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1,,CHEMBL3264256,6.18,IC50,nM,660.0,IC50,nM,660.0,660.0,6.180456064458132,CCN(CC)CCCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1
B,NC(=O)c1cc(Cl)c2c(Cl)c(I)n(C3CCNC(=O)C3)c2n1,,CHEMBL4089255,6.18,IC50,nM,660.0,IC50,uM,0.66,660.0,6.180456064458132,NC(=O)c1cc(Cl)c2c(Cl)c(I)n(C3CCNC(=O)C3)c2n1
B,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccc(C5CC5)cn34)nc12,,CHEMBL3660089,6.18,IC50,nM,661.3,IC50,nM,661.3,661.3,6.179601477296019,FC1CCNCCC1Oc1cccc2ccc(-c3nnc4ccc(C5CC5)cn34)nc12
B,O=C1NCCn2cc(-c3cccc4ccc(C(=O)N5CCOCC5)nc34)cc21,,CHEMBL3931277,6.18,IC50,nM,667.0,IC50,nM,667.0,667.0,6.175874166083451,O=C1NCCn2cc(-c3cccc4ccc(C(=O)N5CCOCC5)nc34)cc21
B,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4noc(N)n4)cc23)n1,,CHEMBL3897123,6.17,IC50,nM,668.04,IC50,nM,668.036,668.04,6.175197532645437,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4noc(N)n4)cc23)n1
B,N#Cc1c(-c2cc3cc(Cl)ccc3nc2N2CCOCC2)cc(-c2cccc(O)c2)[nH]c1=O,,CHEMBL5570725,6.17,IC50,nM,670.0,IC50,uM,0.67,670.0,6.173925197299173,N#Cc1c(-c2cc3cc(Cl)ccc3nc2N2CCOCC2)cc(-c2cccc(O)c2)[nH]c1=O
B,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1,,CHEMBL3298823,6.17,IC50,nM,675.0,IC50,uM,0.675,675.0,6.170696227168975,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1
B,c1ccc(-c2nnc(-c3ccc4[nH]cc(-c5nccc(C6CC6)n5)c4c3)o2)cc1,,CHEMBL3963493,6.17,IC50,nM,676.86,IC50,nM,676.86,676.86,6.169501150391692,c1ccc(-c2nnc(-c3ccc4[nH]cc(-c5nccc(C6CC6)n5)c4c3)o2)cc1
B,O=C(C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)N[C@H](CO)Cc1ccccc1,,CHEMBL3297758,6.17,IC50,nM,684.0,IC50,uM,0.684,684.0,6.164943898279883,O=C(C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)N[C@H](CO)Cc1ccccc1
B,F[C@H]1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,,CHEMBL3660030,6.16,IC50,nM,686.0,IC50,nM,686.0,686.0,6.163675884293248,F[C@H]1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12
B,CNc1nnc(-c2ccc3[nH]cc(-c4ccncc4)c3c2)s1,,CHEMBL3918784,6.16,IC50,nM,686.35,IC50,nM,686.352,686.35,6.16345436198194,CNc1nnc(-c2ccc3[nH]cc(-c4ccncc4)c3c2)s1
B,Nc1nnc(-c2ccc3[nH]cc(-c4cnc(N5CCCC5)cn4)c3c2)s1,,CHEMBL3930502,6.16,IC50,nM,689.91,IC50,nM,689.915,689.91,6.161207560063778,Nc1nnc(-c2ccc3[nH]cc(-c4cnc(N5CCCC5)cn4)c3c2)s1
B,CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCNCC5)c4n3)nnc21,,CHEMBL4584365,6.16,IC50,nM,690.0,IC50,nM,690.0,690.0,6.161150909262744,CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCNCC5)c4n3)nnc21
B,CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21,,CHEMBL4483071,6.16,IC50,nM,696.0,IC50,nM,696.0,696.0,6.157390760389438,CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21
B,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccc(S(N)(=O)=O)cc4)c3c2)n1,,CHEMBL4127644,6.16,IC50,nM,700.0,IC50,uM,0.7,700.0,6.154901959985743,CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccc(S(N)(=O)=O)cc4)c3c2)n1
